run_id,mode,order,candidate_order,output_order,truncation_range_split,validation_mode,cutoff_threshold,target_remainder_radius,center_correction_width_factor,selective_high_degree_terms_top_k,selective_retained_terms_count,selective_dropped_terms_count,selective_nonretained_terms_count,selective_dropped_remainder_width_sum,selective_total_dropped_width_sum,segment_index,status,validation_attempts,t_lo,t_hi,h,x_lo,x_hi,y_lo,y_hi,width_x,width_y,width_sum,step_rejections,next_h,message
flowstar_style_o6_candidate8_output6_keep1,flowstar_style,6,8,6,,target_remainder,,0.0001,,1,2,57,55,4.8443210607474838e-06,8.3414033430045768e-06,0,validated,1,0,0.050000000000000003,0.050000000000000003,1.2152074582892707,1.5176150544840934,2.1485666581987743,2.3525636893406876,0.30240759619482271,0.20399703114191325,0.50640462733673597,1,0.075000000000000011,
flowstar_style_o6_candidate8_output6_keep1,flowstar_style,6,8,6,,target_remainder,,0.0001,,1,2,57,55,5.3186512387127073e-05,7.1833733443038875e-05,1,validated,1,0.050000000000000003,0.125,0.075000000000000011,1.3692063357700957,1.6807302364750356,1.7943747083219945,2.1409499366540383,0.31152390070493996,0.34657522833204379,0.65809912903698375,0,0.10000000000000001,
flowstar_style_o6_candidate8_output6_keep1,flowstar_style,6,8,6,,target_remainder,,0.0001,,1,2,57,55,1.3985919750621472e-05,1.8949688345471098e-05,2,validated,1,0.125,0.17499999999999999,0.050000000000000003,1.4550816558058985,1.7809346484860209,1.5355200430230933,1.9672614556947605,0.32585299268012236,0.43174141267166721,0.75759440535178957,1,0.075000000000000011,
flowstar_style_o6_candidate8_output6_keep1,flowstar_style,6,8,6,,target_remainder,,0.0001,,1,2,57,55,0.00010756894339595689,0.00014632379705409817,3,validated,1,0.17499999999999999,0.25,0.075000000000000011,1.5610151319846115,1.9121506042266698,1.1440015328937223,1.6745937126549095,0.35113547224205832,0.53059217976118722,0.88172765200324554,0,0.10000000000000001,
flowstar_style_o6_candidate8_output6_keep1,flowstar_style,6,8,6,,target_remainder,,0.0001,,1,2,57,55,2.3539752549565279e-05,3.497994991697561e-05,4,validated,1,0.25,0.29999999999999999,0.050000000000000003,1.6141843495233801,1.9884964722262473,0.89051752062578282,1.4737543353101896,0.37431212270286718,0.5832368146844068,0.95754893738727398,1,0.075000000000000011,
flowstar_style_o6_candidate8_output6_keep1,flowstar_style,6,8,6,,target_remainder,,0.0001,,1,2,57,55,0.00015397910196969993,0.00022349979586542068,5,validated,1,0.29999999999999999,0.375,0.075000000000000011,1.672499816077146,2.083015855238787,0.54618009264389744,1.1757136900186158,0.41051603916164092,0.62953359737471837,1.0400496365363594,0,0.10000000000000001,
flowstar_style_o6_candidate8_output6_keep1,flowstar_style,6,8,6,,target_remainder,,0.0001,,1,2,57,55,4.4084290721597153e-05,5.8692920905231778e-05,6,validated,1,0.375,0.42499999999999999,0.050000000000000003,1.6965312259194019,2.1352000876297308,0.34222961505924748,0.99064446739556489,0.43866886171032893,0.64841485233631735,1.0870837140466463,1,0.075000000000000011,
flowstar_style_o6_candidate8_output6_keep1,flowstar_style,6,8,6,,target_remainder,,0.0001,,1,2,57,55,0.00027333088052678366,0.00034347515410000163,7,validated,1,0.42499999999999999,0.5,0.075000000000000011,1.715818388510117,2.1961093407287136,0.085705144712729886,0.7348939822901539,0.48029095221859652,0.64918883757742396,1.1294797897960205,0,0.10000000000000001,
flowstar_style_o6_candidate8_output6_keep1,flowstar_style,6,8,6,,target_remainder,,0.0001,,1,2,57,55,5.9817736401656796e-05,8.3689925908107473e-05,8,validated,1,0.5,0.55000000000000004,0.050000000000000003,1.7177845185498377,2.2276828861733944,-0.056875062195617609,0.58433726787059304,0.50989836762355667,0.6412123300662107,1.1511106976897674,1,0.075000000000000011,
flowstar_style_o6_candidate8_output6_keep1,flowstar_style,6,8,6,,target_remainder,,0.0001,,1,2,57,55,0.00031210238846141194,0.00041296759254688225,9,validated,1,0.55000000000000004,0.625,0.075000000000000011,1.7091385307567497,2.2614824314361806,-0.227156076462219,0.38369834819479282,0.55234390067943084,0.61085442465701179,1.1631983253364426,0,0.10000000000000001,
flowstar_style_o6_candidate8_output6_keep1,flowstar_style,6,8,6,,target_remainder,,0.0001,,1,2,57,55,6.0754882604991339e-05,9.8113477988193243e-05,10,validated,1,0.625,0.67500000000000004,0.050000000000000003,1.6961898471167924,2.276975517069403,-0.31766119038849339,0.26800281897597317,0.58078566995261061,0.5856640093644665,1.1664496793170771,1,0.075000000000000011,
flowstar_style_o6_candidate8_output6_keep1,flowstar_style,6,8,6,,target_remainder,,0.0001,,1,2,57,55,0.00031392307329022634,0.00045881960369071478,11,validated,1,0.67500000000000004,0.75,0.075000000000000011,1.6692850215229478,2.2901613214764844,-0.42205713886505219,0.11548933483937557,0.62087629995353666,0.53754647370442776,1.1584227736579644,0,0.10000000000000001,
flowstar_style_o6_candidate8_output6_keep1,flowstar_style,6,8,6,,target_remainder,,0.0001,,1,2,57,55,6.7475705737962075e-05,0.0001149839063245688,12,validated,1,0.75,0.80000000000000004,0.050000000000000003,1.6469917985049558,2.293494721540275,-0.47583988029446272,0.027481174595654558,0.6465029230353192,0.50332105489011725,1.1498239779254364,1,0.075000000000000011,
flowstar_style_o6_candidate8_output6_keep1,flowstar_style,6,8,6,,target_remainder,,0.0001,,1,2,57,55,0.00030972973650630176,0.00048055364713766094,13,validated,1,0.80000000000000004,0.875,0.075000000000000011,1.6088660901275138,2.2911083199141618,-0.53917298166628602,-0.086590451136478855,0.68224222978664795,0.45258253052980718,1.1348247603164552,0,0.10000000000000001,
flowstar_style_o6_candidate8_output6_keep1,flowstar_style,6,8,6,,target_remainder,,0.0001,,1,2,57,55,6.7135438849834443e-05,0.00011867239800761743,14,validated,1,0.875,0.92500000000000004,0.050000000000000003,1.5808831015124676,2.2852770467864203,-0.57936835496002004,-0.14531658745597431,0.70439394527395272,0.43405176750404573,1.1384457127779983,1,0.075000000000000011,
