source,mode,step_index,adaptive_attempt_index,t_before,h,t_after,accepted,rejected,status,message,tmv_pre_range_width_x,tmv_pre_range_width_y,tmv_pre_range_width_sum,tmv_right_range_width_x,tmv_right_range_width_y,tmv_right_range_width_sum,tmv_right_normal_range_width_x,tmv_right_normal_range_width_y,tmv_right_normal_range_width_sum,endpoint_pre_center_width_x,endpoint_pre_center_width_y,endpoint_pre_center_width_sum,center_x,center_y,scale_x,scale_y,inv_scale_x,inv_scale_y,new_x0_width_x,new_x0_width_y,new_x0_width_sum,target_remainder_width_x,target_remainder_width_y,target_remainder_width_sum,picard_no_remainder_residual_width_x,picard_no_remainder_residual_width_y,picard_no_remainder_residual_width_sum,picard_ctrunc_normal_residual_width_x,picard_ctrunc_normal_residual_width_y,picard_ctrunc_normal_residual_width_sum,cutoff_polynomial_difference_width_x,cutoff_polynomial_difference_width_y,cutoff_polynomial_difference_width_sum,symbolic_J_size,symbolic_Phi_L_size,scalar_x,scalar_y,symbolic_J_width_x,symbolic_J_width_y,symbolic_J_width_sum,symbolic_propagated_width_x,symbolic_propagated_width_y,symbolic_propagated_width_sum,final_flowpipe_width_x,final_flowpipe_width_y,final_flowpipe_width_sum,residual_width_x,residual_width_y,residual_width_sum,residual_over_target_x,residual_over_target_y,residual_over_target_sum
flowstar,accepted_step_probe,0,1,9.9999999999999998e-13,0.10000000000000001,0.10000000000100001,false,true,rejected,Picard_ctrunc_normal remainder not contained in target; shrinking h,0.57718709882812647,0.69024937950032905,1.2674364783284555,0.29999999999999982,0.099999999999999645,0.39999999999999947,2,2,4,0.29999999999999982,0.099999999999999645,0.39999999999999947,1.25,2.4000000000000004,0.14999999999999991,0.049999999999999822,6.6666666666666705,20.000000000000071,0.29999999999999982,0.099999999999999645,0.39999999999999947,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.57718709882812647,0.69024937950032905,1.2674364783284555,0.00159581086669922,0.01272067684940007,0.01431648771609929,4.7184478546569176e-19,1.2650904629429871e-16,1.2698089107976441e-16,1,1,6.6666666666666705,20.000000000000071,0,0,0,0,0,0,,,,0.00159581086669922,0.01272067684940007,0.01431648771609929,7.9790543334960997,63.603384247000342,35.791219290248222
flowstar,accepted_step_probe,0,2,9.9999999999999998e-13,0.050000000000000003,0.050000000001000001,false,true,rejected,Picard_ctrunc_normal remainder not contained in target; shrinking h,0.57718709882812647,0.69024937950032905,1.2674364783284555,0.29999999999999982,0.099999999999999645,0.39999999999999947,2,2,4,0.29999999999999982,0.099999999999999645,0.39999999999999947,1.25,2.4000000000000004,0.14999999999999991,0.049999999999999822,6.6666666666666705,20.000000000000071,0.29999999999999982,0.099999999999999645,0.39999999999999947,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.57718709882812647,0.69024937950032905,1.2674364783284555,0.00012471589897155766,0.0012050961945932602,0.0013298120935648179,5.898059818321147e-20,5.2998621116739958e-17,5.3057601714923168e-17,1,1,6.6666666666666705,20.000000000000071,0,0,0,0,0,0,,,,0.00012471589897155766,0.0012050961945932602,0.0013298120935648179,0.6235794948577883,6.0254809729663013,3.3245302339120446
flowstar,accepted_step_probe,0,3,9.9999999999999998e-13,0.025000000000000001,0.025000000001,false,true,rejected,Picard_ctrunc_normal remainder not contained in target; shrinking h,0.57718709882812647,0.69024937950032905,1.2674364783284555,0.29999999999999982,0.099999999999999645,0.39999999999999947,2,2,4,0.29999999999999982,0.099999999999999645,0.39999999999999947,1.25,2.4000000000000004,0.14999999999999991,0.049999999999999822,6.6666666666666705,20.000000000000071,0.29999999999999982,0.099999999999999645,0.39999999999999947,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.57718709882812647,0.69024937950032905,1.2674364783284555,1.5330241277217871e-05,0.00019188950279997862,0.0002072197440771965,7.3725747729014337e-21,2.446778673767527e-17,2.4475159312448173e-17,1,1,6.6666666666666705,20.000000000000071,0,0,0,0,0,0,,,,1.5330241277217871e-05,0.00019188950279997862,0.0002072197440771965,0.076651206386089354,0.95944751399989303,0.51804936019299119
flowstar,accepted_step_probe,0,4,9.9999999999999998e-13,0.012500000000000001,0.012500000001000001,true,false,accepted,,0.57718709882812647,0.69024937950032905,1.2674364783284555,0.29999999999999982,0.099999999999999645,0.39999999999999947,2,2,4,0.29999999999999982,0.099999999999999645,0.39999999999999947,1.25,2.4000000000000004,0.14999999999999991,0.049999999999999822,6.6666666666666705,20.000000000000071,0.29999999999999982,0.099999999999999645,0.39999999999999947,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.57718709882812647,0.69024937950032905,1.2674364783284555,2.93902509799871e-07,2.351092093239564e-05,2.3804823442195511e-05,9.2157184661267921e-22,1.1783461576278532e-17,1.1784383148125145e-17,1,1,6.6666666666666705,20.000000000000071,0,0,0,0,0,0,0.3316345665408007,0.1620482936671177,0.49368286020791841,2.93902509799871e-07,2.351092093239564e-05,2.3804823442195511e-05,0.0014695125489993549,0.1175546046619782,0.059512058605488777
flowstar,accepted_step_probe,1,1,0.012500000001000001,0.013750000000000002,0.026250000001000001,true,false,accepted,,0.33266593897540009,0.19239701025215528,0.52506294922755536,0.30108846671846839,0.12661892015116435,0.42770738686963272,1.9999722539165858,1.9900285718204287,3.9900008257370145,0.30108846671846839,0.12661892015116435,0.42770738686963272,1.2797919132276852,2.3663121508291822,0.15054632189463665,0.063626684533145392,6.6424738074960956,15.716676223779421,0.30109264378927358,0.12725336906629092,0.42834601285556451,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.33266593897540009,0.19239701025215528,0.52506294922755536,4.3845231433229583e-07,3.1885269151275381e-05,3.2323721465607676e-05,1.5332651598018453e-22,2.0499950359204772e-17,2.0500103685720751e-17,2,2,6.6424738074960956,15.716676223779421,2.93902509799871e-07,2.351092093239564e-05,2.3804823442195511e-05,0,0,0,0.33585113441473391,0.19776382366020195,0.53361495807493586,4.3845231433229583e-07,3.1885269151275381e-05,3.2323721465607676e-05,0.002192261571661479,0.1594263457563769,0.080809303664019186
flowstar,accepted_step_probe,2,1,0.026250000001000001,0.015125000000000003,0.041375000001000001,true,false,accepted,,0.33657674087021827,0.23228570941183913,0.5688624502820574,0.30190335202347102,0.15552188699360867,0.45742523901707965,1.9999129962463824,1.9842014283069933,3.9841144245533755,0.30190335202347102,0.15552188699360867,0.45742523901707965,1.3120586303812756,2.3265670297225745,0.15095824297862476,0.078380090234239239,6.6243484308544653,12.758342035732488,0.30191648595724985,0.15676018046847862,0.45867666642572846,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.33657674087021827,0.23228570941183913,0.5688624502820574,6.6617725304449203e-07,4.4041050306431798e-05,4.4707227559476292e-05,1.7766755135237997e-21,2.9295273701268657e-17,2.9297050376782184e-17,3,3,6.6243484308544653,12.758342035732488,4.4018348931123624e-07,3.2141795813030962e-05,3.25819793023422e-05,6.1543456286354191e-07,2.3305034717378747e-05,2.3920469280242288e-05,0.34005581948722452,0.23705832170775931,0.57711414119498383,6.6617725304449203e-07,4.4041050306431798e-05,4.4707227559476292e-05,0.0033308862652224602,0.22020525153215897,0.11176806889869072
flowstar,accepted_step_probe,3,1,0.041375000001000001,0.016637500000000003,0.058012500001,true,false,accepted,,0.3403366983750562,0.27598357536317675,0.61632027373823295,0.3023273377086329,0.18664097266267948,0.48896831037131239,1.9998471263855901,1.9810905648016472,3.9809376911872372,0.3023273377086329,0.18664097266267948,0.48896831037131239,1.3468976803367751,2.2797148713775304,0.15117522420578317,0.09421122687612539,6.614840528622449,10.614446209418972,0.30235044841156666,0.18842245375225097,0.49077290216381764,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.3403366983750562,0.27598357536317675,0.61632027373823295,1.0191553158322837e-06,6.1250059420017299e-05,6.2269214735849581e-05,0,2.4780505888697235e-17,2.4780505888697235e-17,4,4,6.614840528622449,10.614446209418972,6.7253356739861881e-07,4.4917263958424132e-05,4.5589797525822753e-05,1.8875567958194718e-06,5.4805871174343027e-05,5.6693427970162497e-05,0.34412920566377436,0.27987257588387493,0.62400178154764929,1.0191553158322837e-06,6.1250059420017299e-05,6.2269214735849581e-05,0.0050957765791614183,0.3062502971000865,0.15567303683962394
flowstar,accepted_step_probe,4,1,0.058012500001,0.018301250000000005,0.076313750001000005,true,false,accepted,,0.34384575072901646,0.32348530213088367,0.66733105285990013,0.30224812913865073,0.21982679173998287,0.52207492087863361,1.9996230092596428,1.9799757595413581,3.9795987688010008,0.30224812913865073,0.21982679173998287,0.52207492087863361,1.3843728106844229,2.2245740045876219,0.15115255612634576,0.11102499143267466,6.6158325444666488,9.0069811048478936,0.30230511225269163,0.22204998286535016,0.52435509511804179,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.34384575072901646,0.32348530213088367,0.66733105285990013,1.5670888559980345e-06,8.5616138996096237e-05,8.718322785209427e-05,3.0624217778079603e-21,3.6455844154676635e-17,3.6458906576454442e-17,5,5,6.6158325444666488,9.0069811048478936,1.0279600834069473e-06,6.2395463620648398e-05,6.342342370405534e-05,4.2009840219562575e-06,9.8229394447486322e-05,0.00010243037846944257,0.34794567563353351,0.32607755101113511,0.67402322664466863,1.5670888559980345e-06,8.5616138996096237e-05,8.718322785209427e-05,0.0078354442799901721,0.42808069498048118,0.21795806963023567
flowstar,accepted_step_probe,5,1,0.076313750001000005,0.020131375000000007,0.096445125001000012,true,false,accepted,,0.34691891783383433,0.37451740257183874,0.72143632040567307,0.3015211566946176,0.25471186653289374,0.55623302322751134,1.9993297598807793,1.9804487694516277,3.9797785293324068,0.3015211566946176,0.25471186653289374,0.55623302322751134,1.424499222879595,2.1598433735136293,0.15081111817822249,0.12861320649229488,6.6308108585087231,7.7752512924083677,0.30162223635644514,0.25722641298458981,0.55884864934103495,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.34691891783383433,0.37451740257183874,0.72143632040567307,2.414577657886322e-06,0.0001199212141930089,0.00012233579185089524,3.1702870782040859e-21,5.0012780614903717e-17,5.0015950901981919e-17,6,6,6.6308108585087231,7.7752512924083677,1.580819284160499e-06,8.7293202134373996e-05,8.8874021418534498e-05,8.1258116565416353e-06,0.00015755182338830174,0.00016567763504484338,0.35132896407451741,0.3752292559013215,0.72655821997583891,2.414577657886322e-06,0.0001199212141930089,0.00012233579185089524,0.012072888289431609,0.59960607096504448,0.30583947962723806
flowstar,accepted_step_probe,6,1,0.096445125001000012,0.022144512500000008,0.11858963750100002,false,true,rejected,Picard_ctrunc_normal remainder not contained in target; shrinking h,0.34929609996416056,0.42851035774689983,0.77780645771106038,0.29993640443378128,0.29072074615169735,0.59065715058547863,1.9989769142100446,1.9822839148785629,3.9812608290886073,0.29993640443378128,0.29072074615169735,0.59065715058547863,1.4672252693993606,2.0841336975167346,0.15004495664839126,0.14665948907198137,6.6646691920699199,6.8185155036861875,0.30008991329678292,0.29331897814396313,0.59340889144074604,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.34929609996416056,0.42851035774689983,0.77780645771106038,1.4731675124783669e-05,0.00023523568108020022,0.00024996735620498389,2.4112297720512217e-21,5.7207228715105764e-17,5.7209639944877814e-17,7,7,6.6646691920699199,6.8185155036861875,2.4403189294668461e-06,0.00012276431974663404,0.0001252046386761009,1.4543454398172436e-05,0.0002389348594266054,0.00025347831382477781,,,,1.4731675124783669e-05,0.00023523568108020022,0.00024996735620498389,0.073658375623918346,1.1761784054010009,0.62491839051245968
