run_id,mode,order,candidate_order,output_order,truncation_range_split,validation_mode,reset_mode,flowstar_symbolic_queue_max_size,cutoff_threshold,target_remainder_radius,center_correction_width_factor,selective_high_degree_terms_top_k,selective_retained_terms_count,selective_dropped_terms_count,selective_nonretained_terms_count,selective_dropped_remainder_width_sum,selective_total_dropped_width_sum,segment_index,status,validation_attempts,t_lo,t_hi,h,x_lo,x_hi,y_lo,y_hi,width_x,width_y,width_sum,reset_box_source,reset_width_x,reset_width_y,reset_width_sum,flowstar_queue_size_before,flowstar_queue_size_after,flowstar_queue_reset,flowstar_propagated_remainder_width_sum,flowstar_total_remainder_width_sum,endpoint_box_width_sum,inserted_endpoint_width_sum,normalized_reset_width_sum,insertion_truncation_width,insertion_cutoff_width,composed_poly_range_width,output_remainder_width,scale_x,scale_y,center_x,center_y,tmv_right_degree,tmv_pre_degree,tmv_right_term_count,tmv_pre_term_count,terms_before_insertion_truncation,terms_after_insertion,step_rejections,next_h,message
flowstar_style_o6_candidate8_output6_cutoff,flowstar_style,6,8,6,,target_remainder,normalized_endpoint_box,,1e-10,0.0001,,,,,,,,0,validated,1,0,0.050000000000000003,0.050000000000000003,1.2152074582892709,1.5176150544840932,2.1485666581987743,2.3525636893406876,0.30240759619482227,0.20399703114191325,0.50640462733673552,normalized_endpoint_reset_box,0.30240759619482382,0.20399703114191592,0.50640462733673974,,,,,,,,,,,,,,,,,,,,,,,1,0.075000000000000011,
flowstar_style_o6_candidate8_output6_cutoff,flowstar_style,6,8,6,,target_remainder,normalized_endpoint_box,,1e-10,0.0001,,,,,,,,1,validated,1,0.050000000000000003,0.125,0.075000000000000011,1.3692063357700957,1.6807302364750356,1.7943747083219947,2.1409499366540383,0.31152390070493996,0.34657522833204357,0.65809912903698353,normalized_endpoint_reset_box,0.31152390070494151,0.34657522833204557,0.65809912903698708,,,,,,,,,,,,,,,,,,,,,,,0,0.10000000000000001,
flowstar_style_o6_candidate8_output6_cutoff,flowstar_style,6,8,6,,target_remainder,normalized_endpoint_box,,1e-10,0.0001,,,,,,,,2,validated,1,0.125,0.17499999999999999,0.050000000000000003,1.4550816558058985,1.7809346484860209,1.5355200430230933,1.9672614556947605,0.32585299268012236,0.43174141267166721,0.75759440535178957,normalized_endpoint_reset_box,0.32585299268012369,0.43174141267166855,0.75759440535179223,,,,,,,,,,,,,,,,,,,,,,,1,0.075000000000000011,
flowstar_style_o6_candidate8_output6_cutoff,flowstar_style,6,8,6,,target_remainder,normalized_endpoint_box,,1e-10,0.0001,,,,,,,,3,validated,1,0.17499999999999999,0.25,0.075000000000000011,1.5610151319846115,1.9121506042266698,1.1440015328937223,1.6745937126549095,0.35113547224205832,0.53059217976118722,0.88172765200324554,normalized_endpoint_reset_box,0.35113547224205988,0.530592179761189,0.88172765200324887,,,,,,,,,,,,,,,,,,,,,,,0,0.10000000000000001,
flowstar_style_o6_candidate8_output6_cutoff,flowstar_style,6,8,6,,target_remainder,normalized_endpoint_box,,1e-10,0.0001,,,,,,,,4,validated,1,0.25,0.29999999999999999,0.050000000000000003,1.6141843495233801,1.9884964722262473,0.89051752062578282,1.4737543353101896,0.37431212270286718,0.5832368146844068,0.95754893738727398,normalized_endpoint_reset_box,0.37431212270286851,0.58323681468440802,0.95754893738727653,,,,,,,,,,,,,,,,,,,,,,,1,0.075000000000000011,
flowstar_style_o6_candidate8_output6_cutoff,flowstar_style,6,8,6,,target_remainder,normalized_endpoint_box,,1e-10,0.0001,,,,,,,,5,validated,1,0.29999999999999999,0.375,0.075000000000000011,1.6724998160771463,2.0830158552387865,0.54618009264389744,1.1757136900186158,0.41051603916164026,0.62953359737471837,1.0400496365363585,normalized_endpoint_reset_box,0.41051603916164203,0.62953359737471959,1.0400496365363616,,,,,,,,,,,,,,,,,,,,,,,0,0.10000000000000001,
flowstar_style_o6_candidate8_output6_cutoff,flowstar_style,6,8,6,,target_remainder,normalized_endpoint_box,,1e-10,0.0001,,,,,,,,6,validated,1,0.375,0.42499999999999999,0.050000000000000003,1.6965312259194021,2.1352000876297299,0.34222961505924759,0.99064446739556478,0.43866886171032782,0.64841485233631713,1.0870837140466449,normalized_endpoint_reset_box,0.43866886171032982,0.6484148523363179,1.0870837140466478,,,,,,,,,,,,,,,,,,,,,,,1,0.075000000000000011,
flowstar_style_o6_candidate8_output6_cutoff,flowstar_style,6,8,6,,target_remainder,normalized_endpoint_box,,1e-10,0.0001,,,,,,,,7,validated,1,0.42499999999999999,0.5,0.075000000000000011,1.715818388510117,2.1961093407287127,0.085705144712730261,0.73489398229015379,0.48029095221859563,0.64918883757742352,1.1294797897960192,normalized_endpoint_reset_box,0.48029095221859763,0.64918883757742407,1.1294797897960218,,,,,,,,,,,,,,,,,,,,,,,0,0.10000000000000001,
flowstar_style_o6_candidate8_output6_cutoff,flowstar_style,6,8,6,,target_remainder,normalized_endpoint_box,,1e-10,0.0001,,,,,,,,8,validated,1,0.5,0.55000000000000004,0.050000000000000003,1.7177845185498377,2.2276828861733935,-0.056875062195617228,0.58433726787059292,0.50989836762355578,0.64121233006621015,1.151110697689766,normalized_endpoint_reset_box,0.509898367623558,0.64121233006621081,1.1511106976897687,,,,,,,,,,,,,,,,,,,,,,,1,0.075000000000000011,
flowstar_style_o6_candidate8_output6_cutoff,flowstar_style,6,8,6,,target_remainder,normalized_endpoint_box,,1e-10,0.0001,,,,,,,,9,validated,1,0.55000000000000004,0.625,0.075000000000000011,1.7091385307567497,2.2614824314361797,-0.2271560764622185,0.3836983481947927,0.55234390067942996,0.61085442465701123,1.1631983253364413,normalized_endpoint_reset_box,0.55234390067943218,0.61085442465701167,1.163198325336444,,,,,,,,,,,,,,,,,,,,,,,0,0.10000000000000001,
flowstar_style_o6_candidate8_output6_cutoff,flowstar_style,6,8,6,,target_remainder,normalized_endpoint_box,,1e-10,0.0001,,,,,,,,10,validated,1,0.625,0.67500000000000004,0.050000000000000003,1.6961898471167924,2.2769755170694022,-0.31766119038849289,0.26800281897597306,0.58078566995260972,0.58566400936446594,1.1664496793170755,normalized_endpoint_reset_box,0.58078566995261172,0.58566400936446639,1.1664496793170782,,,,,,,,,,,,,,,,,,,,,,,1,0.075000000000000011,
flowstar_style_o6_candidate8_output6_cutoff,flowstar_style,6,8,6,,target_remainder,normalized_endpoint_box,,1e-10,0.0001,,,,,,,,11,validated,1,0.67500000000000004,0.75,0.075000000000000011,1.6692850215229478,2.2901613214764835,-0.42205713886505181,0.11548933483937547,0.62087629995353577,0.53754647370442732,1.1584227736579631,normalized_endpoint_reset_box,0.62087629995353799,0.53754647370442776,1.1584227736579658,,,,,,,,,,,,,,,,,,,,,,,0,0.10000000000000001,
